epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
347,1087.15,0.83877,0.79057,1.22375,0.0144,0.91052,0.86305,0.90801,0.76931,0.69884,0.61515,1.17319,0.01458,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
348,1170.42,0.83476,0.7825,1.22477,0.01428,0.90953,0.86449,0.90808,0.7703,0.69847,0.61483,1.17284,0.01459,0.0196941,0.0065647,0.0196941,0.0065647,0.0196941,0.0065647,0.0196941,0.0065647
349,1255.32,0.82991,0.7899,1.22228,0.01373,0.90971,0.86451,0.9081,0.76996,0.69834,0.6148,1.17287,0.01457,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
350,1341,0.83576,0.79027,1.22409,0.01398,0.91003,0.86398,0.90809,0.77,0.69828,0.61468,1.17288,0.01454,0.0196347,0.0065449,0.0196347,0.0065449,0.0196347,0.0065449,0.0196347,0.0065449
351,1426.08,0.83665,0.78648,1.22457,0.01469,0.90974,0.86404,0.90809,0.77077,0.6982,0.61446,1.1728,0.01451,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
352,1507.01,0.85219,0.80671,1.2363,0.01394,0.90939,0.86451,0.90818,0.77102,0.69826,0.61407,1.17268,0.01456,0.0195753,0.0065251,0.0195753,0.0065251,0.0195753,0.0065251,0.0195753,0.0065251
353,1590.33,0.83864,0.80352,1.23272,0.01421,0.90917,0.86412,0.90795,0.77016,0.69849,0.61437,1.17302,0.01454,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
354,1671.69,0.83303,0.78987,1.22258,0.01427,0.90989,0.86424,0.90793,0.77091,0.69873,0.61429,1.17302,0.01456,0.0195159,0.0065053,0.0195159,0.0065053,0.0195159,0.0065053,0.0195159,0.0065053
355,1751.45,0.82883,0.78799,1.21844,0.01424,0.91016,0.86452,0.90794,0.7704,0.69861,0.61419,1.1728,0.01452,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
356,1833.52,0.82658,0.7892,1.2181,0.01442,0.91013,0.86441,0.90802,0.77072,0.69834,0.614,1.17258,0.01454,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
357,1918.52,0.82428,0.77906,1.2159,0.01405,0.90998,0.86474,0.90807,0.77114,0.69808,0.61392,1.17225,0.01456,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
358,2003.3,0.83631,0.78511,1.21906,0.01445,0.9102,0.86488,0.90815,0.77149,0.69772,0.61362,1.17198,0.01461,0.0193971,0.0064657,0.0193971,0.0064657,0.0193971,0.0064657,0.0193971,0.0064657
359,2089.75,0.82337,0.77984,1.21299,0.01396,0.90962,0.86581,0.90816,0.77161,0.69809,0.61359,1.17222,0.0146,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
360,2179.05,0.83162,0.78581,1.21857,0.01376,0.91022,0.86482,0.90828,0.77167,0.69817,0.61358,1.17212,0.01472,0.0193377,0.0064459,0.0193377,0.0064459,0.0193377,0.0064459,0.0193377,0.0064459
361,2267.43,0.83091,0.78608,1.21832,0.01412,0.91062,0.86532,0.90834,0.77167,0.69781,0.61317,1.17178,0.01481,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
362,2351.43,0.82817,0.78022,1.20926,0.01327,0.91044,0.86592,0.90793,0.77172,0.69785,0.61313,1.17183,0.01476,0.0192783,0.0064261,0.0192783,0.0064261,0.0192783,0.0064261,0.0192783,0.0064261
363,2438.51,0.83731,0.79133,1.22697,0.01404,0.91059,0.86591,0.9079,0.77136,0.69788,0.61346,1.17196,0.01474,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
364,2525.35,0.82835,0.78195,1.22081,0.0145,0.91054,0.86551,0.90792,0.7717,0.69757,0.61336,1.17153,0.01472,0.0192189,0.0064063,0.0192189,0.0064063,0.0192189,0.0064063,0.0192189,0.0064063
365,2612.53,0.83238,0.78274,1.22346,0.0142,0.91099,0.86564,0.90802,0.77205,0.69722,0.6131,1.17126,0.01475,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
366,2695.41,0.828,0.77671,1.21605,0.01445,0.91111,0.86508,0.90791,0.77153,0.69744,0.61342,1.17147,0.01474,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
367,2780.97,0.8312,0.7841,1.21778,0.01329,0.91143,0.86488,0.90798,0.77202,0.6972,0.61318,1.17137,0.01473,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
368,2867.53,0.81444,0.7649,1.20793,0.01408,0.91159,0.86483,0.90799,0.77194,0.69699,0.6128,1.17119,0.01474,0.0191001,0.0063667,0.0191001,0.0063667,0.0191001,0.0063667,0.0191001,0.0063667
369,2952,0.82594,0.78701,1.21413,0.01365,0.91255,0.86511,0.90809,0.77219,0.6964,0.61228,1.17065,0.01467,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
370,3037.65,0.82445,0.77513,1.21172,0.01397,0.91252,0.86429,0.90816,0.77246,0.69656,0.61233,1.17081,0.01464,0.0190407,0.0063469,0.0190407,0.0063469,0.0190407,0.0063469,0.0190407,0.0063469
371,3123.95,0.82642,0.78245,1.21517,0.0135,0.9129,0.86381,0.90824,0.77245,0.69606,0.61151,1.17024,0.01458,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
372,3209.57,0.81992,0.76605,1.20898,0.01383,0.91278,0.86365,0.90817,0.77266,0.6961,0.61147,1.17012,0.01451,0.0189813,0.0063271,0.0189813,0.0063271,0.0189813,0.0063271,0.0189813,0.0063271
373,3294.72,0.81817,0.76975,1.20747,0.01337,0.91275,0.86445,0.9081,0.77206,0.69628,0.61198,1.17036,0.01445,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
374,3379.69,0.82043,0.78176,1.21421,0.01356,0.91295,0.86461,0.90802,0.77209,0.69644,0.61199,1.17023,0.01442,0.0189219,0.0063073,0.0189219,0.0063073,0.0189219,0.0063073,0.0189219,0.0063073
375,3465.74,0.8259,0.77193,1.21537,0.01423,0.91288,0.8647,0.90807,0.77228,0.69607,0.61148,1.16987,0.0144,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
376,3550.33,0.82997,0.78398,1.21849,0.01471,0.91291,0.865,0.90814,0.77234,0.69595,0.61135,1.1698,0.01439,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
377,3633.38,0.82403,0.77262,1.21674,0.01411,0.91263,0.86487,0.90818,0.77221,0.69582,0.61149,1.16986,0.01439,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
378,3718.92,0.81622,0.76593,1.20777,0.01389,0.91348,0.86429,0.90815,0.77227,0.69586,0.61152,1.16979,0.01442,0.0188031,0.0062677,0.0188031,0.0062677,0.0188031,0.0062677,0.0188031,0.0062677
379,3803.32,0.82814,0.78679,1.21808,0.01394,0.91334,0.86473,0.90818,0.77223,0.6958,0.61132,1.16988,0.01442,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
380,3887.91,0.83116,0.77854,1.21449,0.01423,0.91319,0.86561,0.90841,0.77319,0.69505,0.61032,1.16916,0.0144,0.0187437,0.0062479,0.0187437,0.0062479,0.0187437,0.0062479,0.0187437,0.0062479
381,3969.65,0.82013,0.7695,1.20581,0.0141,0.91478,0.86473,0.90841,0.77271,0.69488,0.61033,1.16908,0.01443,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
382,4052.41,0.81645,0.77069,1.21102,0.01297,0.91577,0.86449,0.90869,0.77325,0.69418,0.60952,1.16863,0.01442,0.0186843,0.0062281,0.0186843,0.0062281,0.0186843,0.0062281,0.0186843,0.0062281
383,4134.32,0.81772,0.76289,1.20592,0.01398,0.91485,0.86455,0.90858,0.77301,0.69469,0.61015,1.16892,0.01444,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
384,4212.53,0.82387,0.78174,1.20821,0.01358,0.91572,0.86439,0.90866,0.77297,0.69433,0.60968,1.16853,0.0144,0.0186249,0.0062083,0.0186249,0.0062083,0.0186249,0.0062083,0.0186249,0.0062083
385,4293.74,0.81483,0.77512,1.21204,0.01421,0.91525,0.86453,0.90865,0.77291,0.69434,0.60995,1.16855,0.01443,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
386,4375.77,0.82084,0.76839,1.20853,0.01354,0.91371,0.86507,0.9087,0.77298,0.69412,0.6096,1.1681,0.0144,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
387,4458.22,0.81363,0.75605,1.20255,0.01414,0.91489,0.86438,0.90865,0.77336,0.69416,0.6095,1.16814,0.01438,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
388,4542.42,0.82003,0.77745,1.20988,0.01321,0.91387,0.8645,0.90865,0.77353,0.69393,0.60936,1.16789,0.01441,0.0185061,0.0061687,0.0185061,0.0061687,0.0185061,0.0061687,0.0185061,0.0061687
389,4627.39,0.81807,0.7664,1.20727,0.01364,0.91408,0.86477,0.90874,0.7738,0.69329,0.60886,1.16747,0.01439,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
390,4711.35,0.81771,0.78375,1.2072,0.0138,0.91439,0.86439,0.90871,0.77362,0.69305,0.60889,1.16724,0.01441,0.0184467,0.0061489,0.0184467,0.0061489,0.0184467,0.0061489,0.0184467,0.0061489
391,4794.88,0.8157,0.7617,1.20118,0.01312,0.91392,0.86448,0.90866,0.77365,0.69302,0.60917,1.1671,0.01442,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
392,4878.45,0.81625,0.76262,1.20243,0.01406,0.91423,0.86381,0.90866,0.77357,0.69278,0.60913,1.16684,0.01446,0.0183873,0.0061291,0.0183873,0.0061291,0.0183873,0.0061291,0.0183873,0.0061291
393,4962.44,0.81799,0.76807,1.2091,0.01406,0.91332,0.86436,0.90865,0.77374,0.6928,0.60917,1.16675,0.01449,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
394,5046.92,0.81901,0.7712,1.2099,0.01397,0.91325,0.8642,0.9087,0.77374,0.69198,0.60839,1.16607,0.01451,0.0183279,0.0061093,0.0183279,0.0061093,0.0183279,0.0061093,0.0183279,0.0061093
395,5132.38,0.81877,0.77653,1.20956,0.01429,0.91237,0.86433,0.90872,0.77398,0.69214,0.60839,1.16611,0.01449,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
396,5217.75,0.8184,0.78173,1.21181,0.01418,0.91294,0.86401,0.90874,0.77389,0.69184,0.6083,1.16586,0.01449,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
397,5301.56,0.80976,0.75599,1.19872,0.01367,0.91229,0.86387,0.90877,0.77439,0.69157,0.60813,1.16569,0.01451,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
398,5385.42,0.81867,0.7661,1.21371,0.01363,0.91183,0.86456,0.90886,0.77438,0.69144,0.60802,1.16541,0.01453,0.0182091,0.0060697,0.0182091,0.0060697,0.0182091,0.0060697,0.0182091,0.0060697
399,5464.4,0.8151,0.7647,1.2024,0.01405,0.91137,0.86497,0.90882,0.77472,0.69156,0.60792,1.16556,0.01452,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
400,5548.03,0.82197,0.7721,1.20844,0.0141,0.91139,0.86545,0.90886,0.77442,0.69139,0.6076,1.16547,0.01447,0.0181497,0.0060499,0.0181497,0.0060499,0.0181497,0.0060499,0.0181497,0.0060499
401,5629.07,0.8176,0.76614,1.20242,0.0134,0.9111,0.86572,0.90879,0.77472,0.69124,0.60756,1.1653,0.01448,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
402,5714.41,0.80587,0.76149,1.19629,0.0129,0.91142,0.86527,0.909,0.77432,0.69102,0.60688,1.16505,0.01443,0.0180903,0.0060301,0.0180903,0.0060301,0.0180903,0.0060301,0.0180903,0.0060301
403,5798.82,0.81769,0.77066,1.2094,0.01365,0.91083,0.86584,0.90905,0.77463,0.69106,0.60729,1.16502,0.01443,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
404,5880.12,0.81388,0.75669,1.20232,0.01364,0.91409,0.86358,0.90895,0.77496,0.69115,0.60718,1.16507,0.01447,0.0180309,0.0060103,0.0180309,0.0060103,0.0180309,0.0060103,0.0180309,0.0060103
405,5961.3,0.80864,0.76277,1.20371,0.01361,0.91474,0.86437,0.90923,0.77498,0.69029,0.60636,1.1645,0.01446,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
406,6047.46,0.80923,0.75742,1.20034,0.01351,0.91506,0.86357,0.90915,0.77491,0.6902,0.60655,1.1644,0.01449,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
407,6132.19,0.807,0.76385,1.19942,0.01317,0.91512,0.86337,0.90904,0.77478,0.69023,0.60709,1.16429,0.01452,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
408,6212.05,0.81035,0.75501,1.20039,0.01339,0.91292,0.86476,0.9092,0.77516,0.68974,0.60628,1.16392,0.01453,0.0179121,0.0059707,0.0179121,0.0059707,0.0179121,0.0059707,0.0179121,0.0059707
409,6295.92,0.80351,0.75314,1.19982,0.01333,0.91163,0.86481,0.90918,0.77526,0.68952,0.60616,1.16378,0.01454,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
410,6382.03,0.81046,0.76273,1.20207,0.01336,0.91253,0.86524,0.90956,0.77545,0.68965,0.60657,1.16395,0.01455,0.0178527,0.0059509,0.0178527,0.0059509,0.0178527,0.0059509,0.0178527,0.0059509
411,6466.85,0.80404,0.7542,1.20073,0.01344,0.91301,0.86514,0.90922,0.77541,0.68921,0.60571,1.16348,0.01452,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
412,6549.3,0.80294,0.74757,1.19374,0.01297,0.91154,0.86587,0.90975,0.77574,0.689,0.60558,1.16329,0.01451,0.0177933,0.0059311,0.0177933,0.0059311,0.0177933,0.0059311,0.0177933,0.0059311
413,6632.9,0.80935,0.75779,1.19906,0.01303,0.91179,0.86556,0.90973,0.7755,0.68896,0.60528,1.16327,0.01449,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
414,6715.44,0.8066,0.75265,1.19642,0.01349,0.91192,0.86622,0.90976,0.77594,0.68907,0.60547,1.16326,0.01448,0.0177339,0.0059113,0.0177339,0.0059113,0.0177339,0.0059113,0.0177339,0.0059113
415,6797,0.80225,0.75922,1.19508,0.01292,0.9133,0.86508,0.90977,0.77595,0.68888,0.60493,1.16311,0.01451,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
417,6969.25,0.80623,0.75879,1.20032,0.01342,0.91355,0.86494,0.90986,0.77557,0.6886,0.60488,1.16266,0.01447,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
418,7055.32,0.80316,0.75565,1.19145,0.01356,0.91359,0.86504,0.90988,0.77551,0.68833,0.60442,1.16242,0.01448,0.0176151,0.0058717,0.0176151,0.0058717,0.0176151,0.0058717,0.0176151,0.0058717
419,7136.87,0.80865,0.75537,1.19878,0.01396,0.91267,0.86562,0.90986,0.77529,0.68789,0.60423,1.16201,0.01448,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
420,7222.74,0.79807,0.7492,1.19512,0.01353,0.91346,0.86479,0.90998,0.7758,0.68753,0.60383,1.1617,0.01443,0.0175557,0.0058519,0.0175557,0.0058519,0.0175557,0.0058519,0.0175557,0.0058519
421,7309.15,0.80038,0.74721,1.19105,0.01282,0.90973,0.86912,0.91002,0.77652,0.6873,0.60366,1.16157,0.01444,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
422,7395.34,0.80044,0.75548,1.19423,0.01303,0.90963,0.86939,0.9101,0.7761,0.68708,0.60334,1.1614,0.01442,0.0174963,0.0058321,0.0174963,0.0058321,0.0174963,0.0058321,0.0174963,0.0058321
423,7479.82,0.7998,0.74566,1.18944,0.0129,0.9099,0.86938,0.91018,0.77634,0.68685,0.60325,1.16109,0.01443,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
424,7563.58,0.80267,0.74494,1.19301,0.01292,0.90949,0.86926,0.91012,0.77668,0.68705,0.60351,1.16132,0.01445,0.0174369,0.0058123,0.0174369,0.0058123,0.0174369,0.0058123,0.0174369,0.0058123
425,7647.4,0.7967,0.7447,1.18796,0.01331,0.90564,0.87342,0.91018,0.77658,0.68717,0.60347,1.16135,0.01443,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
426,7733.31,0.80436,0.74661,1.19444,0.01372,0.90576,0.87274,0.9102,0.77686,0.68654,0.60267,1.16078,0.0144,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
427,7819.52,0.79996,0.74997,1.19906,0.01323,0.90567,0.87292,0.91034,0.77704,0.68618,0.60228,1.16053,0.01438,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
428,7905.62,0.79429,0.74272,1.19814,0.01333,0.90577,0.87324,0.91043,0.77705,0.68609,0.60226,1.16044,0.01439,0.0173181,0.0057727,0.0173181,0.0057727,0.0173181,0.0057727,0.0173181,0.0057727
429,7991.78,0.81112,0.75151,1.19825,0.01339,0.90504,0.87333,0.91033,0.77703,0.68641,0.60242,1.16083,0.01442,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
430,8076.1,0.80063,0.74304,1.19343,0.01301,0.90569,0.87294,0.91036,0.77759,0.68587,0.602,1.16044,0.01439,0.0172587,0.0057529,0.0172587,0.0057529,0.0172587,0.0057529,0.0172587,0.0057529
431,8160.82,0.79672,0.74541,1.19262,0.01355,0.90564,0.87294,0.91028,0.77721,0.68589,0.60199,1.16028,0.01433,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
432,8245.17,0.79701,0.74367,1.18876,0.01306,0.90649,0.87308,0.9105,0.77751,0.68549,0.60187,1.16009,0.01428,0.0171993,0.0057331,0.0171993,0.0057331,0.0171993,0.0057331,0.0171993,0.0057331
433,8325.51,0.79821,0.74838,1.1889,0.01242,0.90637,0.87268,0.91033,0.7778,0.68539,0.60172,1.15983,0.01425,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
434,8406.33,0.7982,0.75482,1.195,0.01262,0.90679,0.87296,0.91056,0.77768,0.68507,0.60145,1.15945,0.01423,0.0171399,0.0057133,0.0171399,0.0057133,0.0171399,0.0057133,0.0171399,0.0057133
435,8489.38,0.80779,0.76355,1.19409,0.01321,0.90656,0.87213,0.91048,0.7776,0.68498,0.60136,1.15939,0.01419,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
436,8568.72,0.79541,0.74629,1.19231,0.01293,0.90667,0.87242,0.91047,0.77759,0.68515,0.60167,1.15967,0.01416,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
437,8649.05,0.80224,0.75049,1.19117,0.01403,0.90624,0.87308,0.91063,0.77838,0.68494,0.60141,1.15946,0.01419,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
438,8730.13,0.78847,0.74689,1.18565,0.01323,0.90615,0.87292,0.91049,0.77787,0.68482,0.60121,1.15941,0.01416,0.0170211,0.0056737,0.0170211,0.0056737,0.0170211,0.0056737,0.0170211,0.0056737
439,8813.16,0.7953,0.74495,1.18643,0.0132,0.90626,0.87259,0.91052,0.77767,0.68468,0.60131,1.15911,0.01419,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
440,8895.36,0.80609,0.75441,1.20078,0.01297,0.90658,0.87297,0.91059,0.77781,0.68457,0.60118,1.15905,0.01416,0.0169617,0.0056539,0.0169617,0.0056539,0.0169617,0.0056539,0.0169617,0.0056539
441,8976.07,0.79695,0.74723,1.1918,0.01274,0.90646,0.87281,0.91062,0.77784,0.684,0.60039,1.15854,0.01415,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
442,9058.42,0.79277,0.73737,1.18607,0.01338,0.90671,0.87295,0.91063,0.77822,0.68365,0.60035,1.15836,0.01414,0.0169023,0.0056341,0.0169023,0.0056341,0.0169023,0.0056341,0.0169023,0.0056341
443,9137.98,0.79807,0.73783,1.19103,0.01334,0.9059,0.87306,0.91068,0.77849,0.68363,0.60016,1.15845,0.0141,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
444,9220.51,0.79632,0.74464,1.19026,0.01351,0.90708,0.87294,0.91062,0.77851,0.68359,0.59999,1.15826,0.01409,0.0168429,0.0056143,0.0168429,0.0056143,0.0168429,0.0056143,0.0168429,0.0056143
445,9301.02,0.79226,0.74348,1.18548,0.01255,0.9063,0.87348,0.91057,0.77827,0.68361,0.60018,1.15828,0.01407,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
446,9381.36,0.78592,0.73136,1.18157,0.01206,0.90877,0.87159,0.91068,0.77847,0.68329,0.59962,1.1579,0.01408,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
447,9461.93,0.79419,0.7367,1.18695,0.01318,0.90846,0.87197,0.9107,0.77847,0.6832,0.59947,1.15773,0.01406,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
448,9542.17,0.78921,0.73035,1.18639,0.01303,0.90524,0.87461,0.91074,0.77878,0.6831,0.5992,1.15789,0.01408,0.0167241,0.0055747,0.0167241,0.0055747,0.0167241,0.0055747,0.0167241,0.0055747
449,9623.12,0.7877,0.73166,1.18257,0.0123,0.90748,0.87263,0.91073,0.77883,0.68298,0.59894,1.15758,0.01407,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
450,9702.65,0.79537,0.74624,1.18922,0.01271,0.90883,0.87079,0.91066,0.77895,0.68309,0.59912,1.15781,0.01406,0.0166647,0.0055549,0.0166647,0.0055549,0.0166647,0.0055549,0.0166647,0.0055549
451,9782.85,0.79148,0.73124,1.18384,0.01307,0.90839,0.8717,0.91075,0.7788,0.68302,0.59913,1.15758,0.01406,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
452,9861.88,0.79103,0.73741,1.18995,0.01324,0.90869,0.87168,0.91083,0.77899,0.68245,0.59842,1.15697,0.01407,0.0166053,0.0055351,0.0166053,0.0055351,0.0166053,0.0055351,0.0166053,0.0055351
453,9941.51,0.78566,0.73644,1.18246,0.01284,0.90796,0.87232,0.91079,0.77902,0.68209,0.59811,1.15673,0.01404,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
454,10021,0.79411,0.73482,1.18313,0.01254,0.90757,0.87203,0.91085,0.77894,0.68204,0.59818,1.15671,0.01405,0.0165459,0.0055153,0.0165459,0.0055153,0.0165459,0.0055153,0.0165459,0.0055153
455,10102.4,0.78809,0.73041,1.1818,0.01276,0.90673,0.87284,0.91079,0.77907,0.6824,0.59842,1.15686,0.01403,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
456,10183.1,0.79373,0.74213,1.18462,0.0126,0.90663,0.87288,0.91082,0.7791,0.6823,0.5984,1.15678,0.01401,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
457,10264.8,0.7857,0.72757,1.18172,0.0134,0.90675,0.8729,0.91094,0.77936,0.68193,0.59804,1.15655,0.01402,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
458,10345.6,0.77516,0.72328,1.17399,0.01252,0.90735,0.87278,0.91085,0.77917,0.6817,0.5977,1.15621,0.014,0.0164271,0.0054757,0.0164271,0.0054757,0.0164271,0.0054757,0.0164271,0.0054757
459,10427.1,0.78922,0.73022,1.17777,0.01288,0.90712,0.87312,0.91083,0.77934,0.68163,0.5977,1.15611,0.01401,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
460,10509.1,0.78376,0.73015,1.18296,0.01251,0.90746,0.87323,0.91104,0.77965,0.68114,0.59735,1.15577,0.01402,0.0163677,0.0054559,0.0163677,0.0054559,0.0163677,0.0054559,0.0163677,0.0054559
461,10590.2,0.79527,0.75065,1.18827,0.01279,0.90767,0.87326,0.91112,0.78043,0.6809,0.59666,1.15547,0.01407,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
462,10672.6,0.79377,0.74029,1.18161,0.0123,0.90771,0.87301,0.91113,0.78072,0.68075,0.59644,1.15544,0.01406,0.0163083,0.0054361,0.0163083,0.0054361,0.0163083,0.0054361,0.0163083,0.0054361
463,10753.1,0.77999,0.73145,1.1766,0.01313,0.9077,0.87268,0.91101,0.7806,0.68128,0.59697,1.15588,0.01407,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
464,10833.3,0.79042,0.74114,1.18701,0.01256,0.90722,0.8731,0.91108,0.78094,0.68073,0.59616,1.15535,0.01409,0.0162489,0.0054163,0.0162489,0.0054163,0.0162489,0.0054163,0.0162489,0.0054163
465,10915.5,0.78233,0.73097,1.17879,0.01272,0.90816,0.87255,0.91116,0.78136,0.68002,0.59522,1.15464,0.01416,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
466,10995.1,0.78273,0.72565,1.1775,0.0127,0.90874,0.87193,0.91114,0.7813,0.67982,0.59516,1.15449,0.01425,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
467,11076.2,0.77864,0.7294,1.17645,0.01248,0.90832,0.87254,0.91102,0.7813,0.68005,0.59508,1.15492,0.01423,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
468,11155.3,0.78363,0.73463,1.18181,0.01261,0.90829,0.87239,0.91112,0.78138,0.67947,0.59451,1.15448,0.01421,0.0161301,0.0053767,0.0161301,0.0053767,0.0161301,0.0053767,0.0161301,0.0053767
